Titre;Ville;Date début;Date de fin
Zoom sur les métiers de l’industrie !;La Motte-Servolex;2017-03-21;2017-03-21
DECOUVERTE DES METIERS DE L'INDUSTRIE - VISITE DU POLE FORMATION DES INDUSTRIES TECHNOLOGIQUES DE SAVOIE;La Motte-Servolex;2017-03-21;2017-03-21
Salon du lycéen et de l'étudiant;Chambéry;2017-01-07;2017-01-07
L'audace en bandoulière;Chambéry;2016-10-09;2016-10-09
visite des trésors baroque d'Avrieux;Avrieux;2016-09-17;2016-09-24
Lumières sur la Lune;Chambéry;2016-10-08;2016-10-09
Le patrimoine naturel de la vallée du Ponthurin.;Peisey-Nancroix;2016-09-18;2016-09-18
Visite guidée de l'exposition : 'En piste pour l'alpage';Bourg-Saint-Maurice;2016-09-17;2016-09-18
Ors et désordres baroques;Albertville;2016-07-07;2016-07-28
Exposition 'Histoire d'anniversaires : une ville, un musée';Albertville;2016-05-21;2016-05-21
Exposition Dis-Moi Dix Mots sur la Toile;Chambéry;2017-03-15;2017-03-25
Radiothérapie;Chambéry;2016-10-14;2016-10-14
Atelier de poterie;Chanaz;2016-09-17;2016-09-17
Mobilité du futur : nouveaux usages, nouveaux véhicules et nouveaux métiers;Le Bourget-du-Lac;2017-03-20;2017-03-20
Eglise Saint-François de Sales;Bozel;2016-09-17;2016-09-18
Circuit : 'Sur la route de l'aluminium';Saint-Michel-de-Maurienne;2016-09-17;2016-09-18
Hongrie - Danemark;Albertville;2017-01-22;2017-01-22
Journées 'Rancho' : Humour entre neige et glace à la Maison des Jeux olympiques d'hiver;Albertville;2016-09-17;2016-09-18
Tour mi-ronde;Chambéry;2016-09-17;2016-09-18
Randonnée : Le village de Corbel et ses hameaux;Corbel;2016-09-17;2016-09-18
Animation jeux : Cluedo;Viviers-du-Lac;2018-01-20;2018-01-20
La Grande semaine de la Petite Enfance;FRONTENEX;2018-03-12;2018-03-18
La Grande semaine de la Petite Enfance;CURIENNE;2018-03-12;2018-03-18
La sobriété numérique : un atout pour se différencier;Chambéry;2019-01-24;2019-01-24
La Belle Histoire des Jeux olympiques d'hiver - Focus J.O. 1968, 1992, 2018;Albertville;2018-05-19;2018-05-19
Visite libre du village musée.;Grésy-sur-Isère;2018-09-16;2018-09-16
Visite guidée de l'atelier de l'eau.;Cognin;2018-09-15;2018-09-16
Visite du poste télégraphique optique.;Saint-André;2018-09-16;2018-09-16
Visite libre.;Saint-Pierre-de-Genebroz;2018-09-15;2018-09-16
Visite à thème 'Histoire de l’alimentation en Savoie et dans les Bauges'.;Aillon-le-Jeune;2018-09-15;2018-09-16
Exposition « Vanoise miroirs du temps ».;Séez;2018-09-15;2018-09-16
Lecture à la médiathèque.;Chambéry;2018-09-16;2018-09-16
Atelier de poterie.;Chanaz;2018-09-15;2018-09-16
Visite libre de la tour Sarrazine.;Bozel;2018-09-15;2018-09-16
Visite libre de la salle et des espaces publics du théâtre.;Chambéry;2018-09-15;2018-09-15
Visite commentée d'un abri antiaérien du Clos Savoiroux.;Chambéry;2018-09-15;2018-09-16
Jeu de piste au parc olympique.;Albertville;2018-09-15;2018-09-15
Foire Exposition Chambery;Chambery;2018-09-07;2018-09-17
Visite guidée du village de Chanaz;Chanaz;2018-09-16;2018-09-16
Le bon fil E;Saint-Maurice-de-Rotherens;2018-10-14;2018-10-14
Trier, Recycler, Zéro déchet... : démêlons le vrai du faux;Chambéry;2018-10-06;2018-10-07
La Recherche en Droit : rendez-vous en terre méconnue;Chambéry;2018-10-06;2018-10-07
Café Science et Citoyen : À la recherche d'ET : astronomes, exoplanètes... et dernières nouvelles du ciel;Chambéry;2018-10-11;2018-10-11
Visite libre de l'exposition « Ampélographie, dans les pas de Pierre Galet ».;Montmélian;2018-09-15;2018-09-16
Animation jeune public « Création d'un mandala géant », fresque sur film tendu, activités land art;Saint-Pierre-d'Albigny;2018-09-15;2018-09-16
Visite libre.;Moutiers;2018-09-15;2018-09-16
Découverte d’un PC routier;Albertville;2017-10-10;2017-10-12
Astronomie et idées reçues;Chambéry;2017-10-07;2017-10-08
Village des Sciences de Chambéry;Chambéry;2017-10-07;2017-10-08
Musée de l'ours des cavernes;Entremont-le-Vieux;2016-09-17;2016-09-18
Parcours des hauteurs d’Albertville;Montgirod;2016-06-05;2016-06-05
Une résidence princière au coeur d'un marais protégé...;Le Bourget-du-Lac;2017-09-16;2017-09-17
La singulière histoire de Notre-Dame et de son télétraineau.;Notre-Dame-de-Bellecombe;2017-09-16;2017-09-16
A la découverte de l'art Baroque en Haute Maurienne Vanoise;Lanslebourg-Mont-Cenis;2017-09-16;2017-09-17
A la découverte de l'art Baroque en Haute Maurienne Vanoise;Lanslebourg-Mont-Cenis;2017-09-17;2017-09-17
Aérosculpture déambulation;Chambéry;2017-09-16;2017-09-16
Atelier d'enluminures médiévales pour les adultes;Chambéry;2017-09-16;2017-09-16
Dakota;Aime;2017-06-21;2017-06-21
Par monts et châteaux. 1416, itinérance et résidences des ducs de Savoie;Saint-Pierre-de-Curtille;2017-09-16;2017-09-17
Animations autour de la vigne et du vin;Ruffieux;2017-09-16;2017-09-17
Les secrets de l'éléctricité;Planay;2017-09-16;2017-09-17
Le puits d'eau potable Pasteur;Chambéry;2017-09-16;2017-09-16
La Classe L'Oeuvre;Aix-les-Bains;2017-05-20;2017-05-20
Visite guidée de l'espace St-Eloi et de l'église baroque;Séez;2017-09-16;2017-09-16
Musée des costumes et des traditions populaires.;Saint-Jean-de-Maurienne;2017-09-16;2017-09-17
Venez découvrir notre musée !;Moutiers;2017-09-16;2017-09-17
Festival des orgues de Barbarie;Chanaz;2017-09-16;2017-09-17
Tarte d'antan;Grésy-sur-Isère;2017-09-17;2017-09-17
Centrale EDF Champagny en Vanoise et Galerie Hydraulica;Planay;2017-03-22;2017-03-23
rencontre handisport handball;Albertville;2017-01-18;2017-01-18
Don Aman;Barberaz;2016-11-25;2016-11-25
Festival International des métiers de montagne, à Chambéry (73);Chambéry;2016-11-17;2016-11-20
Basilique Saint-Martin;Aime;2016-09-17;2016-09-18
'Corps paysage, variation à quatre temps';Montmélian;2016-09-17;2016-09-17
CHIMIE ET ALIMENTATION;Chambéry;2016-10-08;2016-10-09
Tout le programme de Chambéry;Chambéry;2016-06-21;2016-06-21
Visite libre;École;2016-09-18;2016-09-18
Eglise de la Sainte Trinité;Peisey-Nancroix;2016-09-18;2016-09-18
Le four à chaux de la Bourgeat;Bourg-Saint-Maurice;2016-09-17;2016-09-18
Ecomusée de la Combe de Savoie;Grésy-sur-Isère;2016-09-17;2016-09-18
Chapelle Notre-Dame-de-Tout-Pouvoir;Bozel;2016-09-17;2016-09-18
Voyage au cœur des Alpes : le Lyon-Turin entre dans sa phase opérationnelle !;Modane;2016-10-10;2016-10-14
Et si on partait en voyage ?;Chambéry;2016-10-08;2016-10-08
Eglise baroque Notre-Dame de l'Assomption;Valloire;2016-09-17;2016-09-18
Orange Bud / Le Mast'Rock / Valloire (73);Valloire;2014-01-02;2014-01-03
Découverte de l'Atelier de l'eau;Cognin;2014-05-17;2014-05-17
Animation itinérante ' Promenade aux Jardins';Corbel;2015-06-06;2015-06-07
Grande Braderie;Albertville;2013-10-13;2013-10-13
Du XIIe au XXIe siècle, bribes: une église et ses paroissiens;Chamoux-sur-Gelon;2015-09-20;2015-09-20
La découverte de l'harmonium;Motz;2015-09-19;2015-09-19
Visite libre de léglise;Châteauneuf;2015-09-19;2015-09-19
Asnières - Oissel;;2016-01-30;2016-01-30
Exposition « de vigne en vin… manière(s) de faire »;Montmélian;2015-09-19;2015-09-20
Visite avec pauses gourmandes;Aussois;2015-05-16;2015-05-16
Visite des serres de production;Aix-les-Bains;2015-06-06;2015-06-06
A la découverte des glaciers de montagne;Champagny-en-Vanoise;2015-09-19;2015-09-20
Voyager, c'est aussi s’arrêter, pélerinage dans le sanctuaire;Myans;2015-09-19;2015-09-20
Soirée projection 'imagine ta montagne';Albertville;2015-05-16;2015-05-16
Le reblochon, un fromage ancestral pour une économie majeure dans le Val d'Arly;Flumet;2015-09-19;2015-09-20
Visite commentée des Thermes de Challes les Eaux;Challes-les-Eaux;2015-09-19;2015-09-20
Visite 'Histoire de la Tarentaise et de sa capitale jusqu'en 1860';Moûtiers;2015-09-19;2015-09-20
Visite libre de l'église;Argentine;2015-09-19;2015-09-20
Visite commentée 'le haut faubourg Montmélian';Chambéry;2015-09-19;2015-09-19
BACH LA OUACH;Lescheraines;2014-11-28;2014-11-28
Dégustation de miel et animation autour des abeilles;Chambéry;2018-09-15;2018-09-15
Repas protohistorique;Saint-Maurice-de-Rotherens;2018-10-20;2018-10-20
À toute vapeur !;Grésy-sur-Isère;2018-10-10;2018-10-10
Ecrire par la pensée : démonstration d’interface cerveau-machine;Chambéry;2018-10-06;2018-10-07
Découvrir la chimie de l’école à l’université;Chambéry;2018-10-06;2018-10-07
Réalité virtuelle, réalité augmentée, réalité mixte et virtualité augmentée !;Chambéry;2018-10-06;2018-10-06
Hommes modernes et femmes futures;Chambéry;2018-10-06;2018-10-06
Amphis pour tous : Comment les plantes communiquent-elles avec leur environnement ?;Chambéry;2018-10-09;2018-10-09
Mon Cerveau, l'Attrape-Nigaud ! Idées reçues sur la mémoire, le sommeil et le corps;Chambéry;2018-10-12;2018-10-12
La Grande semaine de la Petite Enfance;AIX LES BAINS;2018-03-12;2018-03-18
La Grande semaine de la Petite Enfance;VOGLANS;2018-03-12;2018-03-18
Exposition de sculptures de pierre de Jean-Pierre Collier au château des Allues.;Saint-Pierre-d'Albigny;2018-06-01;2018-06-03
Celti'cimes;Albiez-Montrond;2018-07-21;2018-07-27
Habitat Et Jardin Chambery;Chambery;2018-04-13;2018-04-16
Visite commentée du site.;Sainte-Foy-Tarentaise;2018-09-15;2018-09-15
Orange Bud / Saint Thibaud de Couz (73);Saint-Thibaud-de-Couz;2014-07-31;2014-07-31
Visite commentée de l'Unité de Valorisation Energétique et de Traitement des Déchets (UVETD);Chambéry;2015-09-19;2015-09-19
Visite des fours communaux;Francin;2015-09-19;2015-09-20
Eglise de la Nativité de la Vierge;Notre-Dame-du-Pré;2015-09-19;2015-09-20
Visite libre de l'église baroque;Séez;2015-09-19;2015-09-20
STAGE SEJOUR ATELIER AU JARDIN 'POTAGE' 3j en semaine;Saint-Pierre-d'Albigny;2016-05-09;2016-05-12
Visite libre de l'Espace Saint-Eloi;Séez;2015-09-19;2015-09-20
Exposition: 'Histoire industrielle de l'entreprise Opinel à Cognin proposée par le GREHC';Cognin;2015-09-19;2015-09-20
Après-midi 'Peindre le jardin vagabond';Aix-les-Bains;2015-09-19;2015-09-19
Ouverture de l'Artothèque;Chambéry;2016-05-21;2016-05-21
Les académies du tourisme;Aix-les-Bains;2014-06-05;2014-06-06
Visite de la Chapelle;Montsapey;2015-09-20;2015-09-20
Visite commentée du palais de justice de Chambéry;Chambéry;2015-09-19;2015-09-19
Visite commentée du Carillon;Chambéry;2015-09-19;2015-09-20
Fort de la ligne Maginot des Alpes;Villarodin-Bourget;2015-09-19;2015-09-20
Visite du Musée Opinel;Saint-Jean-de-Maurienne;2015-09-19;2015-09-20
Eglise Saint Jean Baptiste Oeuvre contemporaine d'Art Sacré;Saint-Jean-de-Chevelu;2015-09-19;2015-09-20
Visite libre de l'église paroissiale;Saint-Martin-de-Belleville;2015-09-19;2015-09-20
Conférences historiques concernant la Première guerre mondiale en Savoie;Chambéry;2015-09-20;2015-09-20
Inauguration de l'exposition St S'mond mon beau village;Albertville;2015-05-16;2015-05-16
Respiration musicale, Jazz improvisé avec le duo Vallarsa et Longuemare;Aix-les-Bains;2015-05-16;2015-05-16
Ateliers jeune public;Cognin;2015-05-16;2015-05-16
STAGE SEJOUR ATELIER AU JARDIN 'POTAGE' 2j en weekend;Saint-Pierre-d'Albigny;2016-03-11;2016-03-13
Sentier botanique des orchidées;Aillon-le-Jeune;2016-06-04;2016-06-05
Visite à la lanterne;Aussois;2014-05-17;2014-05-17
Visite libre de l'église;Landry;2015-09-19;2015-09-19
Découvrez le musée de l'académie de la Val d'Isère !;Moutiers;2017-09-16;2017-09-17
Eglise Baroque Saint Laurent;Montgirod;2017-09-16;2017-09-16
Une 'antenne-harpe' unique au monde, une station de TSF construite avant 1914, avec Galletti une page de l'histoire des communications;Saint-Maurice-de-Rotherens;2017-09-16;2017-09-17
Enfance, École et Jeux d'autrefois;Moutiers;2017-09-16;2017-09-17
Visite des potagers du Verney;Chambéry;2017-09-16;2017-09-16
L'église Saint-Bernard au coeur de la station;Val-d'Isère;2017-09-15;2017-09-17
Venez conquérir les forts de l'Esseillon !;Aussois;2017-09-17;2017-09-17
Visite du cinéma de l'Espace Malraux;Chambéry;2017-09-16;2017-09-17
Projection d'un film;Aix-les-Bains;2017-09-17;2017-09-17
EGLISE DE SAINT NICOLAS LA CHAPELLE;Saint-Nicolas-la-Chapelle;2016-09-17;2016-09-17
Fablab et libre;Chambéry;2017-05-10;2017-05-10
Dédicace : 'Dans la forêt lointaine' de Marie-Pierre Burtin;Albertville;2017-03-18;2017-03-18
Digital Montagne, les 20 et 21 avril à Chambéry;Chambéry;2017-04-20;2017-04-21
Soirée dictée;Chambéry;2017-03-22;2017-03-22
FORMATION: Ensoleiller l'architecture;Le Bourget-du-Lac;2017-10-12;2017-10-13
Make Smart Grids Together;Le Bourget-du-Lac;2017-03-23;2017-03-23
« La notion de projection et de projet urbain »;Grésy-sur-Aix;2017-03-01;2017-03-01
Objectif Cap Horn;Chambéry;2016-10-08;2016-10-08
GAEC Le Cuvy;Beaufort;2016-10-10;2016-10-16
Projection ' Alexandre, fils de berger' d'Erik et Veronique Lapied;Montsapey;2016-09-18;2016-09-18
Visite de l'église Saint Barthélémy;Montsapey;2016-09-18;2016-09-18
Visite libre de l'église Saint-Martin de Chamoux;Champ-Laurent;2016-09-17;2016-09-18
Laboratoire de biologie médicale;Chambéry;2016-10-08;2016-10-08
DJ DJÉ;Saint-Jean-de-Maurienne;2016-06-21;2016-06-21
Ateliers poterie enfants et adultes;Cognin;2016-09-17;2016-09-18
Atelier créatif mosaïque sur le thème des nénuphars;Cognin;2016-05-21;2016-05-21
Nature amp Préjugés;Chambéry;2017-10-07;2017-10-08
;Bourg-Saint-Maurice;2017-03-16;2017-03-19
Transat Lantique, spectacle précédé d'un apéro en anglais;Lescheraines;2016-11-25;2016-11-25
Le sentier zones humides de Burdin.;Saint-Martin-de-Belleville;2016-09-18;2016-09-18
Les Solistes de Chamousset;Chamousset;2016-09-17;2016-09-18
Chanson citoyenne;Chambéry;2016-09-18;2016-09-18
Au coeur des gorges du Sierroz;Aix-les-Bains;2016-09-17;2016-09-17
Archéo-balade;Saint-Pierre-de-Curtille;2016-09-17;2016-09-18
L'histoire de la viticulture en Pays de Savoie à travers l'outillage viticole;Montmélian;2016-09-18;2016-09-18
Visite commentée 'Les grands Hommes et la montagne';Chambéry;2016-09-17;2016-09-18
La Grande semaine de la Petite Enfance;LA RAVOIRE;2018-03-12;2018-03-18
La classe, l'oeuvre !;Aix-les-Bains;2018-05-19;2018-05-19
Histoire contée de la paroisse et de l'église Saint-Pierre-aux-Liens.;La Giettaz;2018-09-15;2018-09-15
Visite guidée : Les Travaux et les Jours;Moutiers;2018-05-19;2018-05-19
Balade contée autour du patrimoine de Grésy sur Aix;Grésy-sur-Aix;2018-09-15;2018-09-16
TITA NZEBI en concert au Brin de Zinc 5/10, Chambery;Barberaz;2018-10-05;2018-10-05
Visite libre de l'église.;Mâcot-la-Plagne;2018-09-15;2018-09-16
Visite libre 'Partage et Accueil par l'Association des Amis du Prieuré et du Patrimoine'.;Le Bourget-du-Lac;2018-09-15;2018-09-16
Expositions 'Sancta Capella' et 'Le mobilier contemporain de la Sainte-Chapelle'.;Chambéry;2018-09-15;2018-09-16
Atelier 'Partage de savoir-faire'.;Grésy-sur-Isère;2018-09-15;2018-09-16
Visite du musée gallo-romain, ateliers poteries et apprentis archéologues. Durée : 1h.;Chanaz;2018-09-15;2018-09-16
Soirée en images 'Alpages de Savoie' et 'Sahara sud-marocain'.;Sollières-Sardières;2018-09-15;2018-09-15
Cap sur l’Océan Glacial Antarctique;Saint-Maurice-de-Rotherens;2018-10-13;2018-10-13
Chantier REMPART de restauration des Forts de l'Esseillon;Aussois;2018-07-16;2018-08-31
MADAME ROBERT;Barberaz;2018-11-25;2018-11-25
Inauguration HUB DES ALPES;Challes-les-Eaux;2019-02-15;2019-02-15
Visite commentée du centre de traitement de la neige de la station des Arcs;Bourg-St.-Maurice;2018-09-15;2018-09-16
Théâtre forum 'J'rigole';Ugine;2019-03-22;2019-03-22
Exposition « Bestiaire d'Héphaîstos, animaux fantastiques ou décalés »;Saint-Pierre-d'Albigny;2019-06-07;2019-06-09
Visite d'une tournerie hydraulique.;Saint-Pierre-d'Entremont;2018-09-16;2018-09-16
Visite libre de la galerie Saint Louis;Saint-Georges-d'Hurtières;2018-09-15;2018-09-16
Visite libre de la chapelle Saint-Grat de Vulmix.;Bourg-Saint-Maurice;2018-09-15;2018-09-16
Visite commentée du moulin et de la scierie de la Cayere.;Beaufort;2018-09-15;2018-09-15
Visite guidée de l'hôtel de ville.;Chambéry;2018-09-15;2018-09-15
'Chanaz d'hier et d'aujourd'hui'.;Chanaz;2018-09-15;2018-09-16
Balade contée.;Les Marches;2018-09-15;2018-09-15
Randonnée sur les pas de Saint-Jacques.;Thénésol;2018-09-16;2018-09-16
Visite libre de l'Espace Saint-Eloi;Séez;2018-09-15;2018-09-16
Visite libre du château de Carron (XVIII-XIXe).;Francin;2018-09-15;2018-09-16
Orange Bud / DEVA / Aix lès Bains (73);Aix-les-Bains;2012-11-24;2012-11-24
Exposition 'La saga Opinel';Cognin;2015-09-19;2015-09-20
Scène de la Place Edouard Herriot;Aix-les-Bains;2015-06-21;2015-06-21
Debademba au Festival Lafi Bala;Chambéry;2013-06-29;2013-06-29
Visite 'découverte' de la galerie Sainte Barbe;Saint-Georges-des-Hurtières;2014-05-17;2014-05-17
Circuit commenté autour du 1 % artistique à Albertville en ce début de XXIème siècle;Albertville;2015-09-19;2015-09-20
Exposition 'Le mobilier contemporain de la Sainte-Chapelle';Chambéry;2015-09-19;2015-09-20
Il était une fois la Compôte-en-Bauges et ses grangettes;La Compôte;2015-09-20;2015-09-20
Plateau causeries;Albertville;2015-05-16;2015-05-16
Visite commentée 'La vallée des mutations';Moûtiers;2015-09-19;2015-09-20
Visite commentée de la Coopérative fruitière du Val d'Arly;Flumet;2015-09-19;2015-09-20
Visite libre de l'église orthodoxe;Ugine;2015-09-20;2015-09-20
Visite commentée de l'Hôtel de ville;Chambéry;2015-09-19;2015-09-19
Visite libre audioguidée du massif des Bauges;Aillon-le-Jeune;2015-09-19;2015-09-20
Animation jeune public 'Sur les pas de Jean-Jacques Rousseau';Chambéry;2015-09-19;2015-09-20
Exposition 'Sancta Capella';Chambéry;2015-09-19;2015-09-20
Visite de l'église et Eposition de cartes postales et photos;Lucey;2015-09-19;2015-09-20
Ambiance aquatique;Chambéry;2015-05-16;2015-05-16
Histoire de la Tarentaise et de sa capitale;Moûtiers;2015-05-16;2015-05-16
Concert de musique de chambre amp visites guidées de l'église de Cléry;Cléry;2017-09-17;2017-09-17
Décrochez la nuit!;Chambéry;2017-05-20;2017-05-20
Eglise Saint-André;Bellentre;2016-09-17;2016-09-18
Par monts et châteaux. 1416, itinérance et résidences des ducs de Savoie.;Saint-Pierre-de-Curtille;2016-09-17;2016-09-18
PATRIMOINE ET CITOYENNETE;Hautecour;2016-09-17;2016-09-18
Parcours 'Sur les pas de Lamartine' à Aix-les-Bains et sur le pourtour du lac du Bourget;Aix-les-Bains;2016-09-16;2016-09-18
Eglise St Laurent;La Côte-d'Aime;2016-09-16;2016-09-18
Visite guidée de l'Atelier de l'eau;Cognin;2016-09-17;2016-09-18
La montagne, un laboratoire naturel à explorer;Chambéry;2017-10-07;2017-10-14
La salle de bains;Chambéry;2017-10-07;2017-10-14
Du Beaufort à l’électricité;Albertville;2017-10-09;2017-10-13
J’te jure que c’est vrai !;Chambéry;2017-10-07;2017-10-07
Info ou Intox ? Comment bien décrypter l’information;Chambéry;2017-10-10;2017-10-10
Médecine nucléaire;Chambéry;2016-10-11;2016-10-11
Trompettes et orgue;Saint-Jean-de-Maurienne;2016-06-21;2016-06-21
Visite guidée de l'église Saint-Jean-Baptiste d'Argentine;Argentine;2016-09-17;2016-09-18
De fine gueule à mise en bouche;Saint-Maurice-de-Rotherens;2016-10-15;2016-10-15
Chantier de restauration de la Leysse;Chambéry;2016-10-08;2016-10-09
Visite libre de l'Hospice du Petit Saint-Bernard et de ses expositions.;Séez;2016-09-17;2016-09-18
PLANÉTARIUM;Chambéry;2016-10-11;2016-10-14
Conférence : 'Sept siècles de présence Dominicaine à Montmélian' par J.C. Bouchet;Montmélian;2016-09-17;2016-09-18
;Cognin;2017-03-21;2017-03-21
Festival International des Métiers de Montagne, à Chambéry (73);Chambéry;2016-11-17;2016-11-20
Aquarelles de xavier Lett;Modane;2017-05-20;2017-05-20
Louis Mandrin ouvre les portes de son 'repaire' gratuitement aux enfants !;Saint-Genix-sur-Guiers;2016-09-17;2016-09-18
Visite commentée avec un accompagnateur;Aussois;2016-09-18;2016-09-18
Ouverture exceptionnelle de l'église Sainte Apolline;Chanaz;2016-09-18;2016-09-18
Visite guidée : le fort de Vulmix;Bourg-Saint-Maurice;2016-09-17;2016-09-18
Fournée et vente de pains au Moulin de Saint-Germain;Séez;2016-09-17;2016-09-17
Chirurgie digestive;Chambéry;2017-10-13;2017-10-13
Le laboratoire d’anatomie pathologique;Chambéry;2017-10-14;2017-10-14
Médecine nucléaire;Chambéry;2017-10-13;2017-10-13
Balbino Medellin;Lescheraines;2017-11-25;2017-11-25
L'atelier de l'eau;Cognin;2017-09-16;2017-09-16
EXPOSITION 'Rêves de lac Jean-Louis Chanéac, architectures aixoises' - AIX LES BAINS;Aix-les-Bains;2017-07-01;2017-10-28
Eglise Saint-Barthélémy;Aime;2017-09-16;2017-09-17
Salons d'Honneur;Chambéry;2017-09-16;2017-09-17
Nos enfants sont des anges !;Lanslebourg-Mont-Cenis;2017-09-16;2017-09-16
Marie sort de sa réserve !;Chambéry;2017-09-16;2017-09-16
Oeuvre Contemporaine d'Art Sacré;Saint-Jean-de-Chevelu;2017-09-16;2017-09-17
Concours de peinture;Chanaz;2017-09-16;2017-09-17
Eglise saint Jean-Baptiste de La Motte Servolex  - Diocèse de Chambéry - 73;La Motte-Servolex;2017-07-01;2017-07-01
Histoire de château;Chindrieux;2018-01-20;2018-01-20
Exposition 'Romain Bernini';Chambéry;2018-05-19;2018-05-19
Nuit d'exploits et d'émotion avec la Belle Histoire des J.O. d'hiver. Projections;Albertville;2018-05-19;2018-05-19
Le Conservatoire de musique d'Aix au Musée;Aix-les-Bains;2018-05-19;2018-05-19
CELTIC HANGOVER;Barberaz;2018-11-23;2018-11-23
Le Sport ensemble;Esserts-Blay;2018-09-21;2018-09-21
Lyon-Turin: une nouvelle liaison ferroviaire, pourquoi et comment ?;Modane;2018-10-08;2018-10-12
La chirurgie ambulatoire – visite sur le site d'Aix-les-Bains;Aix-les-Bains;2018-10-13;2018-10-13
Goûter lecture;Saint-Alban-Leysse;2019-01-18;2019-01-18
Soirée lectures et soupes;Dullin;2019-01-19;2019-01-19
Visite commentée des Salons d'Honneur.;Chambéry;2018-09-15;2018-09-16
Visite guidée du théâtre Charles Dullin.;Chambéry;2018-09-16;2018-09-16
SPORT ATTITUDE;Barby;2018-09-21;2018-09-23
Découverte d'un savoir-faire de vigneron.;Saint-Jean-de-la-Porte;2018-09-15;2018-09-16
Visite de la chapelle extérieure et intérieure;Modane;2015-09-19;2015-09-20
L'Histoire qui avance;Grésy-sur-Isère;2015-09-19;2015-09-20
Circuit 'Architecture du XXIème siècle et bois, ressource locale, dans le Massif des Bauges';Le Châtelard;2015-09-19;2015-09-19
Circuit commentée autour de l'architecture du XX°;Ugine;2015-09-19;2015-09-19
Exposition de l'artiste Claire Trotignon;Chambéry;2015-09-19;2015-09-20
Visite libre 'La Savoie en guerre, 1914-1916';Chambéry;2015-09-19;2015-09-20
'La classe, l'œuvre ! ' avec les élèves de l'Ecole primaire de Boncelin;Aix-les-Bains;2015-05-16;2015-05-16
Causerie sur la danse dans les oeuvres du Musée Faure;Aix-les-Bains;2014-05-17;2014-05-17
STAGE SEJOUR ATELIER AU JARDIN 'POTAGE' 3j en semaine;Saint-Pierre-d'Albigny;2016-03-29;2016-04-01
Visite commentée;Apremont;2015-09-19;2015-09-20
Balade guidée au jardin.;Saint-Pierre-de-Genebroz;2015-06-07;2015-06-07
Visite libre de l'église;Valloire;2015-09-19;2015-09-20
Concours de Belote;Saint-Béron;2018-02-10;2018-02-10
La Grande semaine de la Petite Enfance;AIX LES BAINS;2018-03-12;2018-03-18
Quiz;Chambéry;2018-03-19;2018-03-23
13 et 14 octobre 2017 / Journées Nationales de l'architecture / CAUE 73 / VAH 73 / MAS 73;Aix-les-Bains;2017-10-13;2017-10-14
Découverte du chantier de la nouvelle centrale hydroélectrique de La Coche;Le Bois;2017-10-10;2017-10-13
Le jeu des couleurs;Marthod;2017-10-07;2017-10-15
Fabricant d’outils coupants;Tours-en-Savoie;2017-10-09;2017-10-13
Discothèque Le Cube - Melrow Audio;Saint-Jean-de-Maurienne;2016-06-21;2016-06-21
L'église St Pierre : visite guidée historique 'théâtralisée' pour fêter les 600 ans du Duché de Savoie;Saint-Pierre-de-Curtille;2016-09-17;2016-09-18
Conférence : Les villages perchés des Entremonts;Entremont-le-Vieux;2016-05-21;2016-05-21
Restaurer la Leysse, pour qui ? Pourquoi ?;Chambéry;2016-10-10;2016-10-14
Histoires d'un soir 2016;Albertville;2016-05-21;2016-05-21
VILLAGE ANIMATIONS D'ALBERTVILLE;Albertville;2017-01-21;2017-01-24
Lecture-spectacle - 'Bien des choses';Chambéry;2017-01-13;2017-01-13
Démonstration : mise en fonction d'une scierie hydraulique du XIXe siècle;Bellecombe-en-Bauges;2016-09-18;2016-09-18
La Neige et l'Architecte;Albertville;2017-05-15;2017-11-14
Eglise baroque St Jacques;Montgirod;2017-09-16;2017-09-16
Digital Montagne  20/21 avril 2017  (ouverture inscription exposants sur www.digitalmontagne.com );Chambéry;2017-04-20;2017-04-21
L'Europe voyage vers Mars !;Chambéry;2016-10-29;2016-10-29
L'énergie solaire, source de confort à venir;Le Bourget-du-Lac;2016-06-15;2016-10-14
Visite commentée : temple protestant du début du XXe siècle;Bourgneuf;2016-09-17;2016-09-18
Conférence App Mobiles;Chambéry;2017-02-08;2017-02-08
Collections du Muséum de Chambéry;Chambéry;2016-09-17;2016-09-18
Visite du centre de tri des déchets recyclables Valespace;Chambéry;2016-10-11;2016-10-13
Parcours citoyen dans les rues de Chambéry;Chambéry;2016-09-17;2016-09-17
Musée Pierre Borrione;Mâcot-la-Plagne;2017-09-16;2017-09-17
Visite de la chapelle Saint Sébastien;Mâcot-la-Plagne;2017-09-16;2017-09-17
Marjorie Lantz;Aix-les-Bains;2017-06-21;2017-06-21
3 chorales, 2 chanteuses, 1 chanteur amp 2 groupes se succèdent;Chanaz;2017-06-21;2017-06-21
Scène du square Gilbert Durant;Chambéry;2017-06-21;2017-06-21
Scène des Halles;Chambéry;2017-06-21;2017-06-21
3 siècles d'histoire pour une église baroque, et ses paroissiens;Champ-Laurent;2017-09-16;2017-09-17
'Aix auto rétro';Aix-les-Bains;2017-09-15;2017-09-17
Animation 'le feu au lac et week-end du patrimoine';Novalaise;2017-09-15;2017-09-17
Fabrication et vente du pain au four banal;Montsapey;2017-09-16;2017-09-17
visite gourmande;Aussois;2017-05-20;2017-05-20
COMMENT L'INDUSTRIE FABRIQUE LE MONDE D'AUJOURD'HUI;Bourg-Saint-Maurice;2017-03-20;2017-03-20
